स्थिति,सूत्र,टिप्पणी
भ्र॒स्जँ॑,-,-
भ्र॒स्जँ॑,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
भ्र॒स्ज्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
भ्र॒स्ज्,स्वरितञितः कर्त्रभिप्राये क्रियाफले (1.3.72),उभयपदसंज्ञा
भ्रस्ज्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
