स्थिति,सूत्र,टिप्पणी
स्तु॒म्भुँ,-,-
स्तु॒म्भुँ,उपदेशेऽजनुनासिक इत् (1.3.2),उकारस्य इत्संज्ञा
स्तु॒म्भ्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
स्तु॒म्भ्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
स्तुम्भ्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
