स्थिति,सूत्र,टिप्पणी
षूङ्,-,-
षूङ्,हलन्त्यम् (1.3.3),ङकारस्य इत्संज्ञा
षू,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
षू,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
सू,धात्वादेः षः सः (6.1.64),धातोरादेः षस्य सः
