स्थिति,सूत्र,टिप्पणी
स्खदिर्,-,-
स्खदिर्,हलन्त्यम् (1.3.3),रकारस्य इत्संज्ञा
स्खदि,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
स्खदि,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
