स्थिति,सूत्र,टिप्पणी
मत्रिँ॒,-,-
मत्रिँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),इकारस्य इत्संज्ञा
मत्र्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
मत्र्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
मन्त्र्,इदितो_नुम्_धातोः (7.1.58),नुमागामः
मंत्र्,नश्चापदान्तस्य झलि (8.3.24),अनुस्वारादेशः
मन्त्र्,अनुस्वारस्य_ययि_परसवर्णः (8.4.58),परसवर्णादेशः
