स्थिति,सूत्र,टिप्पणी
लुबिँ,-,-
लुबिँ,उपदेशेऽजनुनासिक इत् (1.3.2),इकारस्य इत्संज्ञा
लुब्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
लुब्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
लुन्ब्,इदितो_नुम्_धातोः (7.1.58),नुमागामः
लुंब्,नश्चापदान्तस्य झलि (8.3.24),अनुस्वारादेशः
लुम्ब्,अनुस्वारस्य_ययि_परसवर्णः (8.4.58),परसवर्णादेशः
