स्थिति,सूत्र,टिप्पणी
रेटृँ॑,-,-
रेटृँ॑,उपदेशेऽजनुनासिक इत् (1.3.2),ऋकारस्य इत्संज्ञा
रेट्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
रेट्,स्वरितञितः कर्त्रभिप्राये क्रियाफले (1.3.72),उभयपदसंज्ञा
