स्थिति,सूत्र,टिप्पणी
धूशँ,-,-
धूशँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
धूश्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
धूश्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
