स्थिति,सूत्र,टिप्पणी
ष॒ञ्जँ,-,-
ष॒ञ्जँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
ष॒ञ्ज्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ष॒ञ्ज्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
षञ्ज्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
सञ्ज्,धात्वादेः षः सः (6.1.64),धातोरादेः षस्य सः
