स्थिति,सूत्र,टिप्पणी
भर्भँ,-,-
भर्भँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
भर्भ्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
भर्भ्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
