स्थिति,सूत्र,टिप्पणी
उछीँ,-,-
उछीँ,उपदेशेऽजनुनासिक इत् (1.3.2),ईकारस्य इत्संज्ञा
उछ्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
उछ्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
