स्थिति,सूत्र,टिप्पणी
अर्हँ,-,-
अर्हँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
अर्ह्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
अर्ह्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
