स्थिति,सूत्र,टिप्पणी
क्षमूँ॒ष्,-,-
क्षमूँ॒ष्,उपदेशेऽजनुनासिक इत् (1.3.2),ऊकारस्य इत्संज्ञा
क्षमूँ॒ष्,हलन्त्यम् (1.3.3),षकारस्य इत्संज्ञा
क्षम्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
क्षम्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
क्षम्,स्वरतिसूतिसूयतिधूञूदितो वा (7.2.44),धातुः वेट्
