स्थिति,सूत्र,टिप्पणी
स्क॒न्दिँर्,-,-
स्क॒न्दिँर्,उपदेशेऽजनुनासिक इत् (1.3.2),इकारस्य इत्संज्ञा
स्क॒न्दिँर्,हलन्त्यम् (1.3.3),इकारस्य इत्संज्ञा
स्क॒न्द्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
स्क॒न्द्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
स्कन्द्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
स्कन्न्द्,इदितो_नुम्_धातोः (7.1.58),नुमागामः
