स्थिति,सूत्र,टिप्पणी
टुदु॒,-,-
टुदु॒,हलन्त्यम् (1.3.3),टु-इत्यस्य इत्संज्ञा
दु॒,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
दु॒,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
दु,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
