स्थिति,सूत्र,टिप्पणी
क्ष॒पँ,-,-
क्ष॒पँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
क्ष॒प्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
क्ष॒प्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
क्षप्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
