स्थिति,सूत्र,टिप्पणी
यु॒धँ॒,-,-
यु॒धँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
यु॒ध्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
यु॒ध्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
युध्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
