स्थिति,सूत्र,टिप्पणी
स्खदिँ॒र्,-,-
स्खदिँ॒र्,उपदेशेऽजनुनासिक इत् (1.3.2),इकारस्य इत्संज्ञा
स्खदिँ॒र्,हलन्त्यम् (1.3.3),रकारस्य इत्संज्ञा
स्खद्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
स्खद्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
स्खन्द्,इदितो_नुम्_धातोः (7.1.58),नुमागामः
स्खंद्,नश्चापदान्तस्य झलि (8.3.24),अनुस्वारादेशः
स्खन्द्,अनुस्वारस्य_ययि_परसवर्णः (8.4.58),परसवर्णादेशः
