स्थिति,सूत्र,टिप्पणी
गर्हँ॒,-,-
गर्हँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
गर्ह्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
गर्ह्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
