क्रमाङ्क,पदाः
671,"['सहजम्', 'कर्म', 'कौन्तेय', 'सदोषम्', 'अपि', 'न', 'त्यजेत्', '।', 'सर्वारम्भास्', 'हि', 'दोषेण', 'धूमेन', 'अग्निस्', 'इव', 'आवृतास्', '॥']"
672,"['असक्तबुद्धिस्', 'सर्वत्र', 'जितात्मा', 'विगतस्पृहस्', '।', 'नैष्कर्म्यसिद्धिम्', 'परमाम्', 'संन्यासेन', 'अधिगच्छति', '॥']"
673,"['सिद्धिम्', 'प्राप्तस्', 'यथा', 'ब्रह्म', 'तथा', 'आप्नोति', 'निबोध', 'मे', '।', 'समासेन', 'एव', 'कौन्तेय', 'निष्ठा', 'ज्ञानस्य', 'या', 'परा', '॥']"
674,"['बुद्ध्या', 'विशुद्धया', 'युक्तस्', 'धृत्या', 'आत्मानम्', 'नियम्य', 'च', '।', 'शब्दादीन्', 'विषयान्', 'त्यक्त्वा', 'रागद्वेषौ', 'व्युदस्य', 'च', '॥']"
675,"['विविक्तसेवी', 'लघ्वाशी', 'यतवाक्कायमानसस्', '।', 'ध्यानयोगपरस्', 'नित्यम्', 'वैराग्यम्', 'समुपाश्रितस्', '॥']"
676,"['अहङ्कारम्', 'बलम्', 'दर्पम्', 'कामम्', 'क्रोधम्', 'परिग्रहम्', '।', 'विमुच्य', 'निर्ममस्', 'शान्तस्', 'ब्रह्मभूयाय', 'कल्पते', '॥']"
677,"['ब्रह्मभूतस्', 'प्रसन्नात्मा', 'न', 'शोचति', 'न', 'काङ्क्षति', '।', 'समस्', 'सर्वेषु', 'भूतेषु', 'मद्भक्तिम्', 'लभते', 'पराम्', '॥']"
678,"['भक्त्या', 'माम्', 'अभिजानाति', 'यावान्', 'यस्', 'च', 'अस्मि', 'तत्त्वतस्', '।', 'ततस्', 'माम्', 'तत्त्वतस्', 'ज्ञात्वा', 'विशते', 'तत्', 'अनन्तरम्', '॥']"
679,"['सर्वकर्माणि', 'अपि', 'सदा', 'कुर्वाणस्', 'मद्व्यपाश्रयस्', '।', 'मत्प्रसादात्', 'अवाप्नोति', 'शाश्वतम्', 'पदम्', 'अव्ययम्', '॥']"
680,"['चेतसा', 'सर्वकर्माणि', 'मयि', 'संन्यस्य', 'मत्परस्', '।', 'बुद्धियोगम्', 'उपाश्रित्य', 'मच्चित्तस्', 'सततम्', 'भव', '॥']"
681,"['मच्चित्तस्', 'सर्वदुर्गाणि', 'मत्प्रसादात्', 'तरिष्यसि', '।', 'अथ', 'चेत्', 'त्वम्', 'अहङ्कारात्', 'न', 'श्रोष्यसि', 'विनङ्क्ष्यसि', '॥']"
682,"['यत्', 'अहङ्कारम्', 'आश्रित्य', 'न', 'योत्स्ये', 'इति', 'मन्यसे', '।', 'मिथ्या', 'एषस्', 'व्यवसायस्', 'ते', 'प्रकृतिस्', 'त्वाम्', 'नियोक्ष्यति', '॥']"
683,"['स्वभावजेन', 'कौन्तेय', 'निबद्धस्', 'स्वेन', 'कर्मणा', '।', 'कर्तुम्', 'न', 'इच्छसि', 'यत्', 'मोहात्', 'करिष्यसि', 'अवशस्', 'अपि', 'तत्', '॥']"
684,"['ईश्वरस्', 'सर्वभूतानाम्', 'हृद्देशे', 'अर्जुन', 'तिष्ठति', '।', 'भ्रामयन्', 'सर्वभूतानि', 'यन्त्रारूढानि', 'मायया', '॥']"
685,"['तम्', 'एव', 'शरणम्', 'गच्छ', 'सर्वभावेन', 'भारत', '।', 'तत्', 'प्रसादात्', 'पराम्', 'शान्तिम्', 'स्थानम्', 'प्राप्स्यसि', 'शाश्वतम्', '॥']"
686,"['इति', 'ते', 'ज्ञानम्', 'आख्यातम्', 'गुह्यात्', 'गुह्यतरम्', 'मया', '।', 'विमृश्य', 'एतत्', 'अशेषेण', 'यथा', 'इच्छसि', 'तथा', 'कुरु', '॥']"
687,"['सर्वगुह्यतमम्', 'भूयस्', 'शृणु', 'मे', 'परमम्', 'वचस्', '।', 'इष्टस्', 'असि', 'मे', 'दृढम्', 'इति', 'ततस्', 'वक्ष्यामि', 'ते', 'हितम्', '॥']"
688,"['मन्मनास्', 'भव', 'मद्भक्तस्', 'मद्याजी', 'माम्', 'नमस्कुरु', '।', 'माम्', 'एव', 'एष्यसि', 'सत्यम्', 'ते', 'प्रतिजाने', 'प्रियस्', 'असि', 'मे', '॥']"
689,"['सर्वधर्मान्', 'परित्यज्य', 'माम्', 'एकम्', 'शरणम्', 'व्रज', '।', 'अहम्', 'त्वा', 'सर्वपापेभ्यस्', 'मोक्षयिष्यामि', 'मा', 'शुचस्', '॥']"
690,"['इदम्', 'ते', 'न', 'अतपस्काय', 'न', 'अभक्ताय', 'कदाचन', '।', 'न', 'च', 'अशुश्रूषवे', 'वाच्यम्', 'न', 'च', 'माम्', 'यस्', 'अभ्यसूयति', '॥']"
691,"['यस्', 'इदम्', 'परमम्', 'गुह्यम्', 'मद्भक्तेषु', 'अभिधास्यति', '।', 'भक्तिम्', 'मयि', 'पराम्', 'कृत्वा', 'माम्', 'एव', 'एष्यति', 'असंशयस्', '॥']"
692,"['न', 'च', 'तस्मात्', 'मनुष्येषु', 'कश्चित्', 'मे', 'प्रियकृत्तमस्', '।', 'भविता', 'न', 'च', 'मे', 'तस्मात्', 'अन्यस्', 'प्रियतरस्', 'भुवि', '॥']"
693,"['अध्येष्यते', 'च', 'यस्', 'इमम्', 'धर्म्यम्', 'संवादम्', 'आवयोस्', '।', 'ज्ञानयज्ञेन', 'तेन', 'अहम्', 'इष्टस्', 'स्याम्', 'इति', 'मे', 'मतिस्', '॥']"
694,"['श्रद्धावान्', 'अनसूयस्', 'च', 'शृणुयात्', 'अपि', 'यस्', 'नरस्', '।', 'सस्', 'अपि', 'मुक्तस्', 'शुभान्', 'लोकान्', 'प्राप्नुयात्', 'पुण्यकर्मणाम्', '॥']"
695,"['कच्चित्', 'एतत्', 'श्रुतम्', 'पार्थ', 'त्वया', 'एकाग्रेण', 'चेतसा', '।', 'कच्चित्', 'अज्ञानसम्मोहस्', 'प्रनष्टस्', 'ते', 'धनञ्जय', '॥']"
696,"['नष्टस्', 'मोहस्', 'स्मृतिस्', 'लब्धा', 'त्वत्', 'प्रसादात्', 'मया', 'अच्युत', '।', 'स्थितस्', 'अस्मि', 'गतसन्देहस्', 'करिष्ये', 'वचनम्', 'तव', '॥']"
697,"['इति', 'अहम्', 'वासुदेवस्य', 'पार्थस्य', 'च', 'महात्मनस्', '।', 'संवादम्', 'इमम्', 'अश्रौषम्', 'अद्भुतम्', 'रोमहर्षणम्', '॥']"
698,"['व्यासप्रसादात्', 'श्रुतवान्', 'एतत्', 'गुह्यम्', 'अहम्', 'परम्', '।', 'योगम्', 'योगेश्वरात्', 'कृष्णात्', 'साक्षात्', 'कथयतस्', 'स्वयम्', '॥']"
699,"['राजन्', 'संस्मृत्य', 'संस्मृत्य', 'संवादम्', 'इमम्', 'अद्भुतम्', '।', 'केशवार्जुनयोस्', 'पुण्यम्', 'हृष्यामि', 'च', 'मुहुस्', 'मुहुस्', '॥']"
700,"['तत्', 'च', 'संस्मृत्य', 'संस्मृत्य', 'रूपम्', 'अत्यद्भुतम्', 'हरेस्', '।', 'विस्मयस्', 'मे', 'महान्', 'राजन्', 'हृष्यामि', 'च', 'पुनर्', 'पुनर्', '॥']"
701,"['यत्र', 'योगेश्वरस्', 'कृष्णस्', 'यत्र', 'पार्थस्', 'धनुर्धरस्', '।', 'तत्र', 'श्रीस्', 'विजयस्', 'भूतिस्', 'ध्रुवा', 'नीतिस्', 'मतिस्', 'मम', '॥']"
