क्रमाङ्क,गण,उपदेश,अर्थ,इत्,पद,धातु,इडागम
३.२४,जुहोत्यादि,धनँ,धान्ये॑,['अ'],परस्मैपदी,धन्,सेट्
३.२५,जुहोत्यादि,जनँ,जन॑ने,['अ'],परस्मैपदी,जन्,सेट्
३.२६,जुहोत्यादि,गा॒,स्तुतौ॑,[],परस्मैपदी,गा,अनिट्
४.१,दिवादि,दिवुँ,क्रीडाविजिगीषाव्यवहारद्युतिस्तुतिमोदमदस्वप्नकान्तिग॒तिषु॑,['उ'],परस्मैपदी,दिव्,सेट्
४.२,दिवादि,षिवुँ,तन्तुसन्ता॒ने,['उ'],परस्मैपदी,सिव्,सेट्
४.३,दिवादि,स्रिवुँ,गतिशोष॒णयोः॑,['उ'],परस्मैपदी,स्रिव्,सेट्
४.४,दिवादि,ष्ठिवुँ,नि॒रस॑ने,['उ'],परस्मैपदी,स्थिव्,सेट्
४.५,दिवादि,ष्णुसुँ,अद॑नेँ आदा॒ने अद॑र्शने॒ च,['उ'],परस्मैपदी,स्नुस्,सेट्
४.६,दिवादि,ष्णसुँ,निर॑सने,['उ'],परस्मैपदी,स्नस्,सेट्
४.७,दिवादि,क्नसुँ,ह्वरणदी॒प्त्योः,['उ'],परस्मैपदी,क्नस्,सेट्
४.८,दिवादि,व्युषँ,दाहे॒,['अ'],परस्मैपदी,व्युष्,सेट्
४.९,दिवादि,प्लुषँ,दाहे॒,['अ'],परस्मैपदी,प्लुष्,सेट्
४.१०,दिवादि,नृतीँ,गात्रविक्षे॒पे,['ई'],परस्मैपदी,नृत्,सेट्
४.११,दिवादि,त्रसीँ,उद्वे॒गे,['ई'],परस्मैपदी,त्रस्,सेट्
४.१२,दिवादि,कुथँ,पूतीभा॒वे,['अ'],परस्मैपदी,कुथ्,सेट्
४.१३,दिवादि,पुथँ,हिं॒साया॑म्,['अ'],परस्मैपदी,पुथ्,सेट्
४.१४,दिवादि,गुधँ,परि॒वेष्ट॑ने,['अ'],परस्मैपदी,गुध्,सेट्
४.१५,दिवादि,क्षि॒पँ,प्रेर॑ने,['अ'],आत्मनेपदी,क्षिप्,अनिट्
४.१६,दिवादि,पुष्पँ,वि॒कस॑ने,['अ'],परस्मैपदी,पुष्प्,सेट्
४.१७,दिवादि,तिमँ,आर्द्रीभा॒वे,['अ'],परस्मैपदी,तिम्,सेट्
४.१८,दिवादि,तीमँ,आर्द्रीभा॒वे,['अ'],परस्मैपदी,तीम्,सेट्
४.१९,दिवादि,ष्टिमँ,आर्द्रीभा॒वे,['अ'],परस्मैपदी,स्तिम्,सेट्
४.२०,दिवादि,ष्टीमँ,आर्द्रीभा॒वे,['अ'],परस्मैपदी,स्तीम्,सेट्
४.२१,दिवादि,व्रीडँ,चोद॑ने ल॒ज्जायां॑ च,['अ'],परस्मैपदी,व्रीड्,सेट्
४.२२,दिवादि,इषँ,गतौ॑,['अ'],परस्मैपदी,इष्,सेट्
४.२३,दिवादि,षहँ,चक्य॑र्थे,['अ'],परस्मैपदी,सह्,सेट्
४.२४,दिवादि,षुहँ,चक्य॑र्थे,['अ'],परस्मैपदी,सुह्,सेट्
४.२५,दिवादि,जॄष्,वयोहा॒नौ,['ष्'],परस्मैपदी,जॄ,सेट्
४.२६,दिवादि,झॄष्,वयोहा॒नौ,['ष्'],परस्मैपदी,झॄ,सेट्
४.२७,दिवादि,ओँषूङ्,प्राणिप्रस॒वे,['ङ्'],आत्मनेपदी,ओषू,सेट्
४.२८,दिवादि,ओँदूङ्,परिता॒पे,['ङ्'],आत्मनेपदी,ओदू,सेट्
४.२९,दिवादि,दीङ्,क्ष॒ये,['ङ्'],आत्मनेपदी,दी,सेट्
४.३०,दिवादि,ओँडी॒ङ्,विहा॑यसा॒ गतौ॑,['ङ्'],आत्मनेपदी,ओडी॒,सेट्
४.३१,दिवादि,ओँधी॒ङ्,आधा॒रे,['ङ्'],आत्मनेपदी,ओधी॒,सेट्
४.३२,दिवादि,ओँमी॒ङ्,हिं॒साया॑म्,['ङ्'],आत्मनेपदी,ओमी॒,सेट्
४.३३,दिवादि,ओँरी॒ङ्,श्रव॑णे,['ङ्'],आत्मनेपदी,ओरी॒,सेट्
४.३४,दिवादि,ली॒ङ्,श्लेष॑णे,['ङ्'],आत्मनेपदी,ली,अनिट्
४.३५,दिवादि,ओँव्री॒ङ्,वृ॒णोत्य॑र्थेँ,['ङ्'],आत्मनेपदी,ओव्री॒,सेट्
४.३६,दिवादि,पी॒ङ्,पाने॑,['ङ्'],आत्मनेपदी,पी,अनिट्
४.३७,दिवादि,मा॒ङ्,माने॑,['ङ्'],आत्मनेपदी,मा,अनिट्
४.३८,दिवादि,ई॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,ई,अनिट्
४.३९,दिवादि,प्री॒ङ्,प्रीतौ॑ प्रीण॑ने च,['ङ्'],आत्मनेपदी,प्री,अनिट्
४.४०,दिवादि,शो॒,तनू॒कर॑णे,[],परस्मैपदी,शो,अनिट्
४.४१,दिवादि,छो॒,छेद॑ने,[],परस्मैपदी,छो,अनिट्
४.४२,दिवादि,षो॒,अन्तक॒र्मणि॑,[],परस्मैपदी,सो,अनिट्
४.४३,दिवादि,दो॒,अव॒खण्ड॑ने,[],परस्मैपदी,दो,अनिट्
४.४४,दिवादि,जनीँ॒,प्रादुर्भा॒वे,['ई'],आत्मनेपदी,जन्,सेट्
४.४५,दिवादि,दीपीँ॒,दीप्तौ॑,['ई'],आत्मनेपदी,दीप्,सेट्
४.४६,दिवादि,पूरीँ॒,आ॒प्याय॑ने,['ई'],आत्मनेपदी,पूर्,सेट्
४.४७,दिवादि,तूरीँ॒,गतित्वरणहिंस॒नयोः॑,['ई'],आत्मनेपदी,तूर्,सेट्
४.४८,दिवादि,धूरी॒,हिंसाग॒त्योः,[],परस्मैपदी,धूरी॒,सेट्
४.४९,दिवादि,गूरीँ॒,हिंसाग॒त्योः,['ई'],आत्मनेपदी,गूर्,सेट्
४.५०,दिवादि,घूरी॒,हिंसावयोह॒न्योः,[],परस्मैपदी,घूरी॒,सेट्
४.५१,दिवादि,जूरीँ॒,हिंसावयोह॒न्योः,['ई'],आत्मनेपदी,जूर्,सेट्
४.५२,दिवादि,शूरीँ॒,हिंसास्तम्भ॒नयोः॑,['ई'],आत्मनेपदी,शूर्,सेट्
४.५३,दिवादि,चूरीँ॒,दाहे॒,['ई'],आत्मनेपदी,चूर्,सेट्
४.५४,दिवादि,त॒पँ॒,दाहे॒ ऐश्वे॑र्ये,['अ'],आत्मनेपदी,तप्,अनिट्
४.५५,दिवादि,वृतुँ॒,वर॑णे वर्त॑ने च,['उ'],आत्मनेपदी,वृत्,सेट्
४.५६,दिवादि,वावृतुँ॒,इति॒ केचि॑त्,['उ'],आत्मनेपदी,वावृत्,सेट्
४.५७,दिवादि,क्लिशँ॒,उपता॒पे,['अ'],आत्मनेपदी,क्लिश्,सेट्
४.५८,दिवादि,काश‍ृँ॒,दीप्तौ॑,['ऋ'],आत्मनेपदी,काश्‍,सेट्
४.५९,दिवादि,वाश‍ृँ॒,शब्दे॑,['ऋ'],आत्मनेपदी,वाश्‍,सेट्
४.६०,दिवादि,मृषँ॑,तिति॒क्षाया॑म्,['अ'],उभयपदी,मृष्,सेट्
४.६१,दिवादि,ईँशुचिँ॑र्,पूतीभा॒वे,"['इ', 'र्']",उभयपदी,ईशुञ्च्,सेट्
४.६२,दिवादि,णहँ॒,बन्ध॑ने,['अ'],आत्मनेपदी,नह्,सेट्
४.६३,दिवादि,र॒ञ्जँ॑,रा॒गे,['अ'],उभयपदी,रञ्ज्,अनिट्
४.६४,दिवादि,श॒पँ॑,आक्रो॒शे,['अ'],उभयपदी,शप्,अनिट्
४.६५,दिवादि,प॒दँ॒,गतौ॑,['अ'],आत्मनेपदी,पद्,अनिट्
४.६६,दिवादि,खि॒दँ॒,दैन्ये॑,['अ'],आत्मनेपदी,खिद्,अनिट्
४.६७,दिवादि,वि॒दँ॒,सत्ता॑याम्,['अ'],आत्मनेपदी,विद्,अनिट्
४.६८,दिवादि,बु॒धँ॒,अव॒गम॑ने,['अ'],आत्मनेपदी,बुध्,अनिट्
४.६९,दिवादि,यु॒धँ॒,सम्प्रहा॒रे,['अ'],आत्मनेपदी,युध्,अनिट्
४.७०,दिवादि,अनोरु॒धँ॒,कामे॑,['अ'],आत्मनेपदी,अनोरु॒ध्,सेट्
४.७१,दिवादि,अणँ॒,प्राण॑ने,['अ'],आत्मनेपदी,अण्,सेट्
४.७२,दिवादि,अनँ॒,इत्येके॑,['अ'],आत्मनेपदी,अन्,सेट्
४.७३,दिवादि,म॒नँ॒,ज्ञाने॑,['अ'],आत्मनेपदी,मन्,अनिट्
४.७४,दिवादि,यु॒जँ॒,समा॒धौ,['अ'],आत्मनेपदी,युज्,अनिट्
